"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","WDF2","WDF5","WSF2","WSF5","WT01","WT02","WT03","WT08"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2020-06-02",,"0.00","0.0","0.0",,"72","59",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2020-06-03",,"0.45","0.0","0.0",,"79","60",,,,,"    1",,"    1",
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2020-06-04",,"0.16","0.0","0.0",,"84","66",,,,,"    1",,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2020-06-05",,"0.26","0.0","0.0",,"79","69",,,,,"    1",,"    1",
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2020-06-06",,"0.06","0.0","0.0",,"86","70",,,,,"    1",,"    1",
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2020-06-07",,"0.00","0.0","0.0",,"76","63",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2020-06-08",,"0.00","0.0","0.0",,"79","59",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2020-06-09",,"0.00","0.0","0.0",,"87","65",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2020-06-10",,"0.00","0.0","0.0",,"85","70",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2020-06-11",,"0.05","0.0","0.0",,"84","70",,,,,"    1",,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2020-06-12",,"0.00","0.0","0.0",,"85","69",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2020-06-13",,"0.00","0.0","0.0",,"75","59",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2020-06-14",,"0.00","0.0","0.0",,"74","54",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2020-06-15",,"0.00","0.0","0.0",,"75","59",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2020-06-16",,"0.00","0.0","0.0",,"78","60",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2020-06-17",,"0.00","0.0","0.0",,"78","60",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2020-06-18",,"0.00","0.0","0.0",,"77","65",,,,,"    1",,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2020-06-19","2.46","0.00","0.0","0.0",,"83","65","  220","  220","6.9","12.1","    1",,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2020-06-20","1.79","0.00","0.0","0.0",,"86","70","  210","  160","6.9","27.1",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2020-06-21","2.46","0.00","0.0","0.0",,"88","70","  200","  210","10.1","23.9",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2020-06-22","2.91","0.00","0.0","0.0",,"90","72","  170","  260","8.1","19.9",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2020-06-23","2.46","0.00","0.0","0.0",,"87","74","  170","  260","13.0","23.9","    1",,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2020-06-24","4.25","0.00","0.0","0.0",,"86","74","  260","  280","12.1","17.0",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2020-06-25","2.91","0.00","0.0","0.0",,"87","72","  230","  170","8.1","21.9",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2020-06-26","3.58","0.00","0.0","0.0",,"87","69","  260","  270","8.9","15.0",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2020-06-27","2.68","0.09","0.0","0.0",,"80","72","  220","  210","12.1","21.0","    1",,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2020-06-28","2.24","0.11","0.0","0.0",,"90","70","  260","  260","12.1","21.9","    1",,"    1",
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2020-06-29","3.36","0.58","0.0","0.0",,"87","65","  340","  170","33.1","47.0","    1",,"    1",
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2020-06-30","3.13","0.00","0.0","0.0",,"80","67","   40","   40","12.1","16.1",,,"    1",
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2020-07-01","2.24","0.03","0.0","0.0",,"80","67","   70","   80","12.1","16.1",,,"    1",
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2020-07-02","3.36","0.00","0.0","0.0",,"92","68","   30","   10","12.1","19.0",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2020-07-03","3.58","0.13","0.0","0.0",,"90","71","   50","   50","15.0","21.0","    1",,"    1","    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2020-07-04","4.47","0.00","0.0","0.0",,"87","68","   60","   40","10.1","15.0","    1",,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2020-07-05","2.46","0.00","0.0","0.0",,"92","72","  250",,"10.1",,,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2020-07-06","2.91","0.54","0.0","0.0",,"96","70","  240","  230","17.0","31.1","    1",,"    1",
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2020-07-07","4.25","0.00","0.0","0.0",,"82","72","  130","  120","10.1","15.0",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2020-07-08","2.46","0.02","0.0","0.0",,"83","75","  210","  210","21.0","21.9","    1",,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2020-07-09","2.68","0.00","0.0","0.0",,"89","75","  150","  210","8.9","17.0",,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2020-07-10","7.16","2.54","0.0","0.0",,"77","73","  130","  140","17.0","31.1","    1","    1",,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2020-07-11","3.36","0.76","0.0","0.0",,"83","72","  230","  200","12.1","21.9","    1",,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2020-07-12","4.92","0.04","0.0","0.0",,"87","71","  250","  230","12.1","21.0","    1",,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2020-07-13","4.03","0.02","0.0","0.0",,"86","70","  270","  280","13.0","19.0","    1",,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2020-07-14","4.70","0.00","0.0","0.0",,"85","70","   20","  300","12.1","18.1",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2020-07-15","5.82","0.00","0.0","0.0",,"82","70","   50","   60","13.0","17.0",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2020-07-16","3.80","0.00","0.0","0.0",,"78","69","  140","  140","12.1","19.9",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2020-07-17","2.01","0.03","0.0","0.0",,"84","69","   50","  170","8.1","23.0",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2020-07-18","1.34","0.00","0.0","0.0",,"91","72","  240","  130","6.9","19.9","    1",,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2020-07-19","4.25","0.00","0.0","0.0",,"94","77","  240","  260","8.1","27.1",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2020-07-20","3.80","0.00","0.0","0.0",,"93","81","  280","  270","13.0","21.9",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2020-07-21","1.79","0.00","0.0","0.0",,"91","77","  250","  150","8.9","14.1",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2020-07-22","2.91","1.42","0.0","0.0",,"92","72","  280","  300","23.0","35.1","    1","    1","    1",
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2020-07-23","4.47","0.00","0.0","0.0",,"86","73","  250","  230","12.1","18.1",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2020-07-24","3.13","0.19","0.0","0.0",,"80","72","   60","  230","13.0","19.9","    1",,"    1","    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2020-07-25","3.80","0.00","0.0","0.0",,"88","72","  230","  220","8.9","15.0","    1",,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2020-07-26","5.37","0.00","0.0","0.0",,"92","77","  280","  290","14.1","21.0",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2020-07-27","5.14","0.00","0.0","0.0",,"93","76","  230","  230","14.1","21.9",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2020-07-28","4.70","0.00","0.0","0.0",,"93","80","  240","  240","14.1","23.0",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2020-07-29","1.57","0.00","0.0","0.0",,"90","77","  230","  210","8.9","25.1",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2020-07-30","2.91","0.08","0.0","0.0",,"92","74","  240","  230","12.1","19.0","    1",,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2020-07-31","1.57","0.78","0.0","0.0",,"82","70","   50","   50","14.1","21.9","    1",,"    1",
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2020-08-01","2.24","0.00","0.0","0.0",,"88","71","  150","  170","8.9","21.9",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2020-08-02","4.03","0.00","0.0","0.0",,"89","77","  140","  140","12.1","19.9",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2020-08-03","4.47","0.54","0.0","0.0",,"88","70","  250","  260","15.0","23.9","    1",,"    1",
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2020-08-04","7.16","0.55","0.0","0.0",,"79","70","  150","  130","25.1","48.1","    1",,"    1",
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2020-08-05","4.25","0.00","0.0","0.0",,"86","73","  270","  220","13.0","21.0",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2020-08-06","2.24","0.00","0.0","0.0",,"82","71","  150","  130","8.1","14.1",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2020-08-07","4.03","0.46","0.0","0.0",,"81","66","   70","   90","12.1","18.1","    1",,"    1",
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2020-08-08","2.46","0.00","0.0","0.0",,"83","68","  140","  140","8.9","15.0","    1",,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2020-08-09","3.58","0.00","0.0","0.0",,"87","72","  180","  160","8.9","16.1","    1",,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2020-08-10","4.70","0.00","0.0","0.0",,"92","76","  150","  160","10.1","18.1",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2020-08-11","3.36","0.00","0.0","0.0",,"88","78","  140","  150","13.0","25.1","    1",,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2020-08-12","2.46","1.76","0.0","0.0",,"90","72","  140","  160","13.0","19.0","    1",,"    1","    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2020-08-13","2.01","0.24","0.0","0.0",,"79","72","   60","   50","8.9","13.0","    1",,"    1",
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2020-08-14","5.82","0.00","0.0","0.0",,"86","73","   60","   40","15.0","21.0",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2020-08-15","6.26","0.00","0.0","0.0",,"84","71","   70","   60","15.0","23.0",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2020-08-16","7.83","0.21","0.0","0.0",,"72","67","   40","   40","15.0","23.0","    1",,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2020-08-17","2.46","0.14","0.0","0.0",,"81","64","  170","   10","10.1","19.0","    1",,"    1",
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2020-08-18","2.91","0.20","0.0","0.0",,"82","63","  270","  270","13.0","23.0","    1",,"    1",
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2020-08-19","3.13","0.14","0.0","0.0",,"75","66","   90","  300","8.9","14.1","    1",,"    1",
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2020-08-20","3.13","0.00","0.0","0.0",,"80","62","  230","  210","8.9","14.1",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2020-08-21","6.04","0.00","0.0","0.0",,"83","68","  240","  220","13.0","19.0",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2020-08-22","4.03","0.00","0.0","0.0",,"88","73","  240","  250","12.1","18.1",,,"    1",
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2020-08-23","2.46","0.00","0.0","0.0",,"86","74","  240","  200","8.9","13.0",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2020-08-24","3.13","0.00","0.0","0.0",,"90","75","  270",,"12.1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2020-08-25","5.59","0.36","0.0","0.0",,"89","71","   10","   10","21.0","35.1","    1",,"    1",
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2020-08-26","6.26","0.00","0.0","0.0",,"77","67","  300","  310","16.1","25.9",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2020-08-27","3.58","0.42","0.0","0.0",,"90","66","  240","  230","17.0","32.0","    1",,"    1",
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2020-08-28","3.58","0.00","0.0","0.0",,"85","71","  250","  220","12.1","23.0",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2020-08-29","4.25","0.01","0.0","0.0",,"81","72","  300","  300","14.1","19.0","    1",,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2020-08-30","7.61","0.00","0.0","0.0",,"79","67","  300","  300","15.0","23.0",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2020-08-31","3.36","0.00","0.0","0.0",,"77","63","  140","  150","8.9","14.1",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2020-09-01","3.80","0.23","0.0","0.0",,"77","66","  110","   90","12.1","17.0","    1",,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2020-09-02","2.91","0.14","0.0","0.0",,"79","69","  140","  140","8.1","13.0","    1",,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2020-09-03","2.91","0.71","0.0","0.0",,"85","70","  290","  290","10.1","15.0","    1",,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2020-09-04","4.47","0.00","0.0","0.0",,"85","69","  280","  280","12.1","18.1","    1",,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2020-09-05","3.80","0.00","0.0","0.0",,"80","65","  310","  220","10.1","16.1",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2020-09-06","3.58","0.00","0.0","0.0",,"82","66","  160","  150","8.9","19.0",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2020-09-07","2.46","0.00","0.0","0.0",,"79","66","  140","  140","12.1","19.9",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2020-09-08","2.01","0.00","0.0","0.0",,"84","68","  140","  150","8.1","13.0",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2020-09-09","2.46","0.00","0.0","0.0",,"81","69","  170","  140","6.9","11.0","    1",,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2020-09-10","2.68","1.20","0.0","0.0",,"82","73","  230","  220","10.1","15.0","    1",,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2020-09-11","5.59","0.00","0.0","0.0",,"76","64","   20","   20","14.1","23.0","    1",,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2020-09-12","5.37","0.00","0.0","0.0",,"74","61","   50","  110","12.1","18.1",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2020-09-13","2.91","0.00","0.0","0.0",,"74","61","  140","  140","10.1","18.1",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2020-09-14","4.92","0.00","0.0","0.0",,"75","59","  360","  340","15.0","23.0",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2020-09-15","3.80","0.00","0.0","0.0",,"66","54","   20","   30","15.0","25.1",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2020-09-16","2.68","0.00","0.0","0.0",,"71","56","  250","  230","8.9","19.0",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2020-09-17","2.01","0.00","0.0","0.0",,"75","64","  250","  250","10.1","14.1",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2020-09-18","8.28","0.00","0.0","0.0",,"70","55","   20","   10","16.1","27.1",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2020-09-19","6.93","0.00","0.0","0.0",,"63","50","   50","   20","17.0","27.1",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2020-09-20","6.49","0.00","0.0","0.0",,"65","50","   50","   50","15.0","21.0",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2020-09-21","4.70","0.00","0.0","0.0",,"65","49","   60","   40","15.0","23.0",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2020-09-22","3.80","0.00","0.0","0.0",,"71","48","  300","  290","13.0","19.0",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2020-09-23","5.14","0.00","0.0","0.0",,"79","57","  300","  290","15.0","23.9",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2020-09-24","2.68","0.00","0.0","0.0",,"75","62","  260","  230","8.9","15.0",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2020-09-25","2.01","0.00","0.0","0.0",,"77","62","  220","  160","6.9","12.1","    1",,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2020-09-26","2.91","0.00","0.0","0.0",,"74","65","  140","  160","8.9","16.1",,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2020-09-27","2.68","0.03","0.0","0.0",,"79","67","  130","  140","8.9","13.0","    1",,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2020-09-28","2.91","0.02","0.0","0.0",,"77","69","  140","  190","8.9","16.1","    1",,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2020-09-29","3.80","0.47","0.0","0.0",,"74","67","  140","  210","10.1","21.9","    1",,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2020-09-30","6.26","1.14","0.0","0.0",,"71","60","  270","  160","17.0","27.1","    1",,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2020-10-01","3.80","0.00","0.0","0.0",,"72","60","  240","  270","12.1","19.9",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2020-10-02","3.80","0.04","0.0","0.0",,"65","53","  270","  280","8.9","16.1","    1",,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2020-10-03","4.47","0.00","0.0","0.0",,"66","52","  260","  260","12.1","15.0",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2020-10-04","4.03","0.00","0.0","0.0",,"67","51","   60","   50","12.1","16.1",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2020-10-05","2.68","0.00","0.0","0.0",,"70","53","  350","   60","8.9","13.0",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2020-10-06","3.13","0.00","0.0","0.0",,"69","57","  240","  230","12.1","19.0",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2020-10-07","8.28","0.02","0.0","0.0",,"74","60","  280","  240","16.1","27.1",,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2020-10-08","7.83","0.00","0.0","0.0",,"64","53","  300","  270","17.0","25.9",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2020-10-09","2.46","0.00","0.0","0.0",,"69","50","  230","  230","13.0","21.0",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2020-10-10","6.04","0.00","0.0","0.0",,"71","58","  240","  220","14.1","25.9",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2020-10-11","5.82","0.00","0.0","0.0",,"67","57","  240","  240","14.1","21.9",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2020-10-12","8.72","0.96","0.0","0.0",,"57","49","   60","   50","17.0","29.1","    1",,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2020-10-13","6.26","0.34","0.0","0.0",,"58","53","   50","   10","15.0","19.9","    1",,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2020-10-14","4.25","0.00","0.0","0.0",,"67","50","  240","  240","10.1","15.0",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2020-10-15","4.70","0.00","0.0","0.0",,"71","57","  180","  200","12.1","23.9",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2020-10-16","4.47","1.36","0.0","0.0",,"66","47","  310","  300","15.0","25.9","    1",,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2020-10-17","3.58","0.01","0.0","0.0",,"59","44","   20","  270","12.1","16.1",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2020-10-18","3.80","0.00","0.0","0.0",,"62","46","  120","  190","13.0","21.9",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2020-10-19","2.46","0.00","0.0","0.0",,"65","51","  150","  140","8.9","19.0",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2020-10-20","1.57","0.00","0.0","0.0",,"71","57","  140","  160","6.9","11.0","    1",,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2020-10-21","1.34","0.00","0.0","0.0",,"68","59","  140","  140","8.1","12.1","    1",,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2020-10-22","0.89","0.00","0.0","0.0",,"68","64","   50","   20","8.1","15.0","    1",,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2020-10-23","1.12","0.00","0.0","0.0",,"69","63","  240",,"6.9",,"    1",,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2020-10-24","4.47","0.00","0.0","0.0",,"69","48","  310","  290","13.0","19.9",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2020-10-25","5.82","0.02","0.0","0.0",,"53","45","   50","   80","14.1","19.0","    1",,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2020-10-26","4.03","0.02","0.0","0.0",,"59","51","   80","  110","13.0","21.9","    1",,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2020-10-27","2.91","0.00","0.0","0.0",,"59","52","  300","  300","12.1","16.1","    1","    1",,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2020-11-01","5.82","0.40","0.0","0.0",,"55","43","  300","  300","19.9","34.0","    1",,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2020-11-02","10.51","0.00","0.0","0.0",,"44","38","  280","  290","23.0","42.9",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2020-11-03","8.72","0.00","0.0","0.0",,"53","40","  300","  210","19.9","29.1",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2020-11-04","3.36","0.00","0.0","0.0",,"62","40","  220",,"10.1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2020-11-05","4.03","0.00","0.0","0.0",,"67","52","  240","  230","14.1","19.9","    1",,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2020-11-06","4.70","0.00","0.0","0.0",,"70","56","  210","  240","12.1","17.0",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2020-11-07","3.58","0.00","0.0","0.0",,"74","56","  230","  200","8.1","14.1",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2020-11-08","1.79","0.00","0.0","0.0",,"75","56","  280","  270","6.9","10.1",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2020-11-09","1.34","0.00","0.0","0.0",,"75","54","  240","  250","10.1","15.0",,,,"    1"
