boro,month,awnd,prcp,snow,tmax,tmin,wsf2,wt01,wt02,wt03,wt04,wt06,wt08,holiday,crime_type,weekday,value
BRONX,5,0,0,0,73,58,8.9,1,0,0,0,0,1,0,violent,3,119
QUEENS,5,0,0,0,87,73,13,0,0,0,0,0,1,0,violent,6,66
BRONX,5,0,0,0,63,50,13,0,0,0,0,0,0,0,theft_property,3,71
BROOKLYN,5,0,0,0,78,56,8.9,0,0,0,0,0,1,0,theft_property,2,65
QUEENS,5,0,0,0,92,71,12.1,0,0,0,0,0,1,0,theft_property,7,49
QUEENS,5,0,0,0,87,73,13,0,0,0,0,0,1,0,other,6,52
BROOKLYN,5,0,0,0,66,54,12.1,0,0,0,0,0,0,0,theft_property,7,60
STATEN ISLAND,5,0,0,0,92,71,12.1,0,0,0,0,0,1,0,other,7,15
BROOKLYN,5,0,0,0,85,71,12.1,1,0,0,0,0,1,0,other,3,68
MANHATTAN,5,0,0,0,87,73,13,0,0,0,0,0,1,0,theft_property,6,100
QUEENS,5,0,0,0,76,50,10.1,0,0,0,0,0,0,0,violent,4,83
BRONX,5,0,0,0,76,53,12.1,0,0,0,0,0,0,0,violent,6,102
STATEN ISLAND,5,0,0,0,63,50,13,0,0,0,0,0,0,0,theft_property,3,19
BRONX,5,0,0,0,87,73,13,0,0,0,0,0,1,0,violent,6,123
MANHATTAN,5,0,0,0,73,54,10.1,0,0,0,0,0,0,0,other,5,84
MANHATTAN,5,0,0,0,85,71,12.1,1,0,0,0,0,1,0,theft_property,3,114
BROOKLYN,5,0,0,0,76,50,10.1,0,0,0,0,0,0,0,other,4,94
MANHATTAN,5,0,0,0,76,50,10.1,0,0,0,0,0,0,0,theft_property,4,132
MANHATTAN,5,0,0,0,66,54,12.1,0,0,0,0,0,0,0,theft_property,7,79
BRONX,5,0,0,0,92,71,12.1,0,0,0,0,0,1,0,violent,7,98
MANHATTAN,5,0,0,0,78,56,8.9,0,0,0,0,0,1,0,other,2,48
BROOKLYN,5,0,0,0,64,52,6,0,0,0,0,0,0,0,violent,3,93
BRONX,5,0,0,0,70,52,10.1,1,0,0,0,0,0,0,violent,1,64
MANHATTAN,5,0,0,0,90,69,10.1,0,0,0,0,0,0,0,other,5,53
QUEENS,5,0,0,0,90,69,10.1,0,0,0,0,0,0,0,theft_property,5,77
MANHATTAN,5,0,0,0,80,56,12.1,0,0,0,0,0,0,0,violent,5,123
BROOKLYN,5,0,0,0,70,52,10.1,1,0,0,0,0,0,0,violent,1,64
BROOKLYN,5,0,1,0,82,68,12.1,1,0,0,0,0,1,1,violent,2,67
STATEN ISLAND,5,0,0,0,85,71,12.1,1,0,0,0,0,1,0,theft_property,3,6
BRONX,5,0,0,0,85,71,12.1,1,0,0,0,0,1,0,theft_property,3,74
QUEENS,5,0,0,0,73,58,8.9,1,0,0,0,0,1,0,other,3,66
BRONX,5,0,0,0,76,50,10.1,0,0,0,0,0,0,0,violent,4,110
BRONX,5,0,0,0,87,70,13,1,0,0,0,0,0,0,theft_property,1,42
STATEN ISLAND,5,0,0,0,70,52,10.1,1,0,0,0,0,0,0,theft_property,1,6
BROOKLYN,5,0,0,0,90,69,10.1,0,0,0,0,0,0,0,theft_property,5,99
MANHATTAN,5,0,0,0,73,58,8.9,1,0,0,0,0,1,0,violent,3,102
MANHATTAN,5,0,0,0,90,69,10.1,0,0,0,0,0,0,0,theft_property,5,135
MANHATTAN,5,0,0,0,73,54,10.1,0,0,0,0,0,0,0,violent,5,117
STATEN ISLAND,5,0,0,0,78,56,8.9,0,0,0,0,0,1,0,theft_property,2,18
QUEENS,5,0,0,0,66,54,12.1,0,0,0,0,0,0,0,theft_property,7,44
BROOKLYN,5,0,0,0,87,73,13,0,0,0,0,0,1,0,other,6,56
MANHATTAN,5,0,0,0,76,53,12.1,0,0,0,0,0,0,0,theft_property,6,128
BRONX,5,0,0,0,66,54,12.1,0,0,0,0,0,0,0,other,7,60
STATEN ISLAND,5,0,0,0,90,69,10.1,0,0,0,0,0,0,0,violent,5,14
QUEENS,5,0,0,0,73,58,8.9,1,0,0,0,0,1,0,violent,3,64
BRONX,5,0,1,0,82,68,12.1,1,0,0,0,0,1,1,violent,2,42
MANHATTAN,5,0,0,0,80,56,12.1,0,0,0,0,0,0,0,theft_property,5,124
MANHATTAN,5,0,0,0,66,54,12.1,0,0,0,0,0,0,0,violent,7,101
BRONX,5,0,0,0,66,54,12.1,0,0,0,0,0,0,0,violent,7,80
MANHATTAN,5,0,0,0,73,58,8.9,1,0,0,0,0,1,0,other,3,65
QUEENS,5,0,0,0,90,69,10.1,0,0,0,0,0,0,0,violent,5,94
MANHATTAN,5,0,1,0,82,68,12.1,1,0,0,0,0,1,1,theft_property,2,60
MANHATTAN,5,0,0,0,70,52,10.1,1,0,0,0,0,0,0,theft_property,1,59
STATEN ISLAND,5,0,0,0,87,73,13,0,0,0,0,0,1,0,violent,6,22
BROOKLYN,5,0,0,0,76,53,12.1,0,0,0,0,0,0,0,other,6,57
MANHATTAN,5,0,0,0,87,73,13,0,0,0,0,0,1,0,violent,6,93
QUEENS,5,0,0,0,73,58,8.9,1,0,0,0,0,1,0,theft_property,3,54
STATEN ISLAND,5,0,0,0,87,73,13,0,0,0,0,0,1,0,other,6,7
QUEENS,5,0,0,0,64,52,6,0,0,0,0,0,0,0,other,3,44
QUEENS,5,0,0,0,63,50,13,0,0,0,0,0,0,0,other,3,69
BROOKLYN,5,0,0,0,63,50,13,0,0,0,0,0,0,0,other,3,74
BRONX,5,0,0,0,70,52,10.1,1,0,0,0,0,0,0,other,1,27
BRONX,5,0,0,0,64,52,6,0,0,0,0,0,0,0,violent,3,108
MANHATTAN,5,0,1,0,82,68,12.1,1,0,0,0,0,1,1,other,2,34
STATEN ISLAND,5,0,0,0,73,54,10.1,0,0,0,0,0,0,0,other,5,13
STATEN ISLAND,5,0,0,0,73,54,10.1,0,0,0,0,0,0,0,violent,5,22
BROOKLYN,5,0,0,0,76,50,10.1,0,0,0,0,0,0,0,violent,4,139
QUEENS,5,0,0,0,85,71,12.1,1,0,0,0,0,1,0,other,3,56
QUEENS,5,0,0,0,92,71,12.1,0,0,0,0,0,1,0,other,7,64
BROOKLYN,5,0,0,0,78,56,8.9,0,0,0,0,0,1,0,violent,2,79
QUEENS,5,0,0,0,85,71,12.1,1,0,0,0,0,1,0,theft_property,3,59
BRONX,5,0,1,0,82,68,12.1,1,0,0,0,0,1,1,theft_property,2,54
QUEENS,5,0,0,0,88,61,10.1,0,0,0,0,0,0,0,other,4,77
BROOKLYN,5,0,0,0,88,61,10.1,0,0,0,0,0,0,0,violent,4,102
QUEENS,5,0,0,0,64,52,6,0,0,0,0,0,0,0,theft_property,3,81
QUEENS,5,0,1,0,82,68,12.1,1,0,0,0,0,1,1,theft_property,2,33
BRONX,5,0,0,0,90,69,10.1,0,0,0,0,0,0,0,theft_property,5,85
BRONX,5,0,0,0,73,54,10.1,0,0,0,0,0,0,0,theft_property,5,70
MANHATTAN,5,0,0,0,88,61,10.1,0,0,0,0,0,0,0,other,4,71
STATEN ISLAND,5,0,1,0,82,68,12.1,1,0,0,0,0,1,1,other,2,10
QUEENS,5,0,0,0,76,53,12.1,0,0,0,0,0,0,0,other,6,55
BRONX,5,0,0,0,76,50,10.1,0,0,0,0,0,0,0,theft_property,4,88
BRONX,5,0,0,0,87,73,13,0,0,0,0,0,1,0,theft_property,6,82
QUEENS,5,0,0,0,76,50,10.1,0,0,0,0,0,0,0,theft_property,4,87
BRONX,5,0,0,0,66,54,12.1,0,0,0,0,0,0,0,theft_property,7,56
MANHATTAN,5,0,0,0,87,70,13,1,0,0,0,0,0,0,violent,1,35
QUEENS,5,0,0,0,87,70,13,1,0,0,0,0,0,0,other,1,35
QUEENS,5,0,0,0,73,54,10.1,0,0,0,0,0,0,0,other,5,59
QUEENS,5,0,0,0,64,52,6,0,0,0,0,0,0,0,violent,3,83
STATEN ISLAND,5,0,0,0,63,50,13,0,0,0,0,0,0,0,other,3,14
STATEN ISLAND,5,0,0,0,66,54,12.1,0,0,0,0,0,0,0,other,7,8
STATEN ISLAND,6,1,0,0,83,66,13,0,0,0,0,0,0,0,theft_property,4,5
BRONX,5,0,0,0,78,56,8.9,0,0,0,0,0,1,0,other,2,34
BROOKLYN,5,0,0,0,73,58,8.9,1,0,0,0,0,1,0,other,3,56
BRONX,5,0,0,0,88,61,10.1,0,0,0,0,0,0,0,theft_property,4,63
BROOKLYN,5,0,0,0,90,69,10.1,0,0,0,0,0,0,0,violent,5,109
STATEN ISLAND,5,0,0,0,76,53,12.1,0,0,0,0,0,0,0,violent,6,24
BROOKLYN,5,0,0,0,73,58,8.9,1,0,0,0,0,1,0,theft_property,3,104
BRONX,5,0,0,0,63,50,13,0,0,0,0,0,0,0,violent,3,116
QUEENS,5,0,1,0,82,68,12.1,1,0,0,0,0,1,1,violent,2,29
BRONX,5,0,0,0,87,70,13,1,0,0,0,0,0,0,violent,1,66
BRONX,5,0,0,0,87,70,13,1,0,0,0,0,0,0,other,1,24
BROOKLYN,5,0,0,0,92,71,12.1,0,0,0,0,0,1,0,other,7,87
STATEN ISLAND,5,0,1,0,82,68,12.1,1,0,0,0,0,1,1,violent,2,6
BROOKLYN,5,0,0,0,76,53,12.1,0,0,0,0,0,0,0,theft_property,6,92
BROOKLYN,5,0,1,0,82,68,12.1,1,0,0,0,0,1,1,other,2,51
QUEENS,5,0,0,0,70,52,10.1,1,0,0,0,0,0,0,violent,1,47
BRONX,5,0,0,0,92,71,12.1,0,0,0,0,0,1,0,theft_property,7,44
STATEN ISLAND,5,0,0,0,78,56,8.9,0,0,0,0,0,1,0,other,2,7
BRONX,5,0,0,0,87,73,13,0,0,0,0,0,1,0,other,6,27
BROOKLYN,5,0,0,0,66,54,12.1,0,0,0,0,0,0,0,other,7,79
QUEENS,5,0,0,0,88,61,10.1,0,0,0,0,0,0,0,theft_property,4,66
QUEENS,5,0,0,0,73,54,10.1,0,0,0,0,0,0,0,theft_property,5,83
BROOKLYN,5,0,0,0,78,56,8.9,0,0,0,0,0,1,0,other,2,55
STATEN ISLAND,5,0,0,0,73,58,8.9,1,0,0,0,0,1,0,theft_property,3,17
MANHATTAN,5,0,0,0,64,52,6,0,0,0,0,0,0,0,theft_property,3,156
BROOKLYN,5,0,0,0,63,50,13,0,0,0,0,0,0,0,violent,3,97
MANHATTAN,5,0,0,0,66,54,12.1,0,0,0,0,0,0,0,other,7,51
MANHATTAN,5,0,0,0,87,70,13,1,0,0,0,0,0,0,theft_property,1,49
QUEENS,5,0,0,0,66,54,12.1,0,0,0,0,0,0,0,violent,7,54
BRONX,5,0,0,0,63,50,13,0,0,0,0,0,0,0,other,3,45
QUEENS,5,0,0,0,66,54,12.1,0,0,0,0,0,0,0,other,7,64
MANHATTAN,5,0,0,0,87,73,13,0,0,0,0,0,1,0,other,6,53
STATEN ISLAND,5,0,0,0,73,58,8.9,1,0,0,0,0,1,0,violent,3,12
MANHATTAN,5,0,0,0,76,53,12.1,0,0,0,0,0,0,0,other,6,63
MANHATTAN,5,0,0,0,70,52,10.1,1,0,0,0,0,0,0,violent,1,62
QUEENS,5,0,0,0,87,70,13,1,0,0,0,0,0,0,violent,1,46
MANHATTAN,5,0,0,0,63,50,13,0,0,0,0,0,0,0,other,3,70
STATEN ISLAND,5,0,0,0,87,73,13,0,0,0,0,0,1,0,theft_property,6,10
STATEN ISLAND,5,0,0,0,90,69,10.1,0,0,0,0,0,0,0,theft_property,5,7
STATEN ISLAND,5,0,0,0,85,71,12.1,1,0,0,0,0,1,0,violent,3,20
QUEENS,5,0,0,0,63,50,13,0,0,0,0,0,0,0,violent,3,96
QUEENS,5,0,0,0,87,73,13,0,0,0,0,0,1,0,theft_property,6,45
BROOKLYN,5,0,0,0,80,56,12.1,0,0,0,0,0,0,0,violent,5,123
BROOKLYN,5,0,0,0,76,50,10.1,0,0,0,0,0,0,0,theft_property,4,109
QUEENS,5,0,0,0,78,56,8.9,0,0,0,0,0,1,0,theft_property,2,60
STATEN ISLAND,5,0,0,0,63,50,13,0,0,0,0,0,0,0,violent,3,25
MANHATTAN,5,0,0,0,92,71,12.1,0,0,0,0,0,1,0,theft_property,7,83
QUEENS,5,0,0,0,87,70,13,1,0,0,0,0,0,0,theft_property,1,33
BROOKLYN,5,0,0,0,70,52,10.1,1,0,0,0,0,0,0,other,1,67
STATEN ISLAND,5,0,0,0,87,70,13,1,0,0,0,0,0,0,other,1,13
STATEN ISLAND,5,0,0,0,88,61,10.1,0,0,0,0,0,0,0,violent,4,15
STATEN ISLAND,5,0,0,0,87,70,13,1,0,0,0,0,0,0,theft_property,1,11
BRONX,5,0,0,0,73,58,8.9,1,0,0,0,0,1,0,theft_property,3,63
QUEENS,5,0,0,0,78,56,8.9,0,0,0,0,0,1,0,other,2,49
BRONX,5,0,0,0,64,52,6,0,0,0,0,0,0,0,theft_property,3,74
QUEENS,5,0,0,0,73,54,10.1,0,0,0,0,0,0,0,violent,5,59
BRONX,5,0,0,0,73,58,8.9,1,0,0,0,0,1,0,other,3,37
BRONX,5,0,0,0,92,71,12.1,0,0,0,0,0,1,0,other,7,49
STATEN ISLAND,5,0,0,0,80,56,12.1,0,0,0,0,0,0,0,violent,5,19
BRONX,5,0,1,0,82,68,12.1,1,0,0,0,0,1,1,other,2,14
STATEN ISLAND,5,0,0,0,66,54,12.1,0,0,0,0,0,0,0,violent,7,20
QUEENS,5,0,1,0,82,68,12.1,1,0,0,0,0,1,1,other,2,27
STATEN ISLAND,5,0,0,0,70,52,10.1,1,0,0,0,0,0,0,other,1,11
MANHATTAN,5,0,0,0,70,52,10.1,1,0,0,0,0,0,0,other,1,37
STATEN ISLAND,5,0,0,0,88,61,10.1,0,0,0,0,0,0,0,theft_property,4,12
MANHATTAN,5,0,0,0,87,70,13,1,0,0,0,0,0,0,other,1,29
STATEN ISLAND,5,0,0,0,76,50,10.1,0,0,0,0,0,0,0,theft_property,4,19
BROOKLYN,5,0,1,0,82,68,12.1,1,0,0,0,0,1,1,theft_property,2,43
QUEENS,5,0,0,0,70,52,10.1,1,0,0,0,0,0,0,other,1,67
STATEN ISLAND,5,0,0,0,66,54,12.1,0,0,0,0,0,0,0,theft_property,7,10
STATEN ISLAND,5,0,0,0,92,71,12.1,0,0,0,0,0,1,0,theft_property,7,7
STATEN ISLAND,5,0,0,0,88,61,10.1,0,0,0,0,0,0,0,other,4,11
STATEN ISLAND,5,0,0,0,90,69,10.1,0,0,0,0,0,0,0,other,5,13
STATEN ISLAND,5,0,0,0,73,54,10.1,0,0,0,0,0,0,0,theft_property,5,20
STATEN ISLAND,5,0,0,0,76,53,12.1,0,0,0,0,0,0,0,theft_property,6,11
STATEN ISLAND,5,0,0,0,87,70,13,1,0,0,0,0,0,0,violent,1,4
STATEN ISLAND,5,0,0,0,78,56,8.9,0,0,0,0,0,1,0,violent,2,8
STATEN ISLAND,5,0,0,0,64,52,6,0,0,0,0,0,0,0,theft_property,3,12
STATEN ISLAND,5,0,0,0,80,56,12.1,0,0,0,0,0,0,0,other,5,9
STATEN ISLAND,5,0,0,0,92,71,12.1,0,0,0,0,0,1,0,violent,7,8
STATEN ISLAND,5,0,0,0,64,52,6,0,0,0,0,0,0,0,other,3,8
STATEN ISLAND,5,0,1,0,82,68,12.1,1,0,0,0,0,1,1,theft_property,2,5
STATEN ISLAND,5,0,0,0,76,50,10.1,0,0,0,0,0,0,0,other,4,7
QUEENS,4,1,0,0,43,26,21.9,0,0,0,0,0,0,0,violent,3,64
MANHATTAN,5,1,0,0,52,48,17,1,0,0,0,0,1,0,violent,4,94
MANHATTAN,3,0,0,0,67,47,14.1,0,0,0,0,0,1,0,violent,3,94
STATEN ISLAND,5,0,0,0,73,58,8.9,1,0,0,0,0,1,0,other,3,5
STATEN ISLAND,5,0,0,0,70,52,10.1,1,0,0,0,0,0,0,violent,1,4
BROOKLYN,5,0,0,0,60,45,8.9,1,0,0,0,0,1,0,violent,2,83
BROOKLYN,4,1,0,0,69,49,16.1,0,0,0,0,0,0,0,other,4,85
BROOKLYN,4,1,0,0,69,49,16.1,0,0,0,0,0,0,0,theft_property,4,101
BROOKLYN,5,1,0,0,57,46,15,1,0,0,0,0,1,0,violent,5,115
MANHATTAN,5,1,0,0,57,46,15,1,0,0,0,0,1,0,violent,5,111
QUEENS,4,1,0,0,65,46,12.1,0,0,0,0,0,0,0,violent,7,46
MANHATTAN,4,0,0,0,75,44,8.9,0,0,0,0,0,0,0,violent,1,48
BRONX,5,1,1,0,56,51,14.1,1,0,0,0,0,1,0,other,3,40
BROOKLYN,4,0,0,0,68,43,16.1,0,0,0,0,0,0,0,theft_property,7,75
MANHATTAN,5,0,0,0,51,45,13,1,0,0,0,0,1,0,theft_property,1,39
STATEN ISLAND,5,1,0,0,72,52,18.1,0,0,0,0,0,0,0,other,2,8
BRONX,4,1,0,0,65,46,12.1,0,0,0,0,0,0,0,violent,7,96
QUEENS,4,1,0,0,65,46,12.1,0,0,0,0,0,0,0,other,7,47
BRONX,4,1,0,0,73,55,16.1,0,0,0,0,0,0,0,violent,3,98
BRONX,5,1,0,0,72,52,18.1,0,0,0,0,0,0,0,violent,2,77
BRONX,4,1,0,0,73,49,14.1,0,0,0,0,0,0,0,theft_property,5,71
QUEENS,5,1,0,0,72,52,18.1,0,0,0,0,0,0,0,theft_property,2,53
STATEN ISLAND,4,0,0,0,79,62,10.1,0,0,0,0,0,0,0,violent,6,17
BROOKLYN,4,0,0,0,62,46,12.1,0,0,0,0,0,0,0,theft_property,4,96
BRONX,4,1,0,0,60,47,17,1,0,0,0,0,1,0,theft_property,3,86
MANHATTAN,5,0,0,0,60,48,14.1,1,0,0,0,0,0,0,violent,7,101
BROOKLYN,5,0,0,0,66,49,19.9,1,0,0,0,0,0,0,other,1,70
BROOKLYN,5,0,0,0,51,45,13,1,0,0,0,0,1,0,violent,1,53
BROOKLYN,4,1,0,0,60,47,17,1,0,0,0,0,1,0,other,3,51
MANHATTAN,4,1,0,0,68,47,15,0,0,0,0,0,0,0,theft_property,1,64
BROOKLYN,5,1,0,0,72,52,18.1,0,0,0,0,0,0,0,violent,2,61
BRONX,4,0,0,0,68,43,16.1,0,0,0,0,0,0,0,violent,7,93
BROOKLYN,4,1,0,0,68,47,15,0,0,0,0,0,0,0,theft_property,1,49
MANHATTAN,5,1,1,0,54,48,18.1,1,0,0,0,0,1,0,other,6,69
BRONX,4,1,0,0,71,54,16.1,1,0,0,0,0,1,0,violent,7,107
QUEENS,5,1,1,0,56,51,14.1,1,0,0,0,0,1,0,theft_property,3,59
QUEENS,4,1,0,0,73,55,16.1,0,0,0,0,0,0,0,theft_property,3,50
MANHATTAN,4,0,0,0,62,46,12.1,0,0,0,0,0,0,0,violent,4,113
QUEENS,4,1,0,0,69,49,16.1,0,0,0,0,0,0,0,violent,4,106
BROOKLYN,4,1,0,0,71,54,16.1,1,0,0,0,0,1,0,violent,7,86
STATEN ISLAND,5,1,1,0,56,51,14.1,1,0,0,0,0,1,0,violent,3,17
QUEENS,4,1,0,0,73,55,16.1,0,0,0,0,0,0,0,violent,3,46
QUEENS,4,0,0,0,79,62,10.1,0,0,0,0,0,0,0,other,6,60
BROOKLYN,4,1,0,0,73,49,14.1,0,0,0,0,0,0,0,theft_property,5,110
BRONX,5,0,0,0,51,45,13,1,0,0,0,0,1,0,other,1,32
BROOKLYN,5,0,0,0,66,49,19.9,1,0,0,0,0,0,0,violent,1,57
MANHATTAN,4,1,0,0,69,49,16.1,0,0,0,0,0,0,0,theft_property,4,128
BROOKLYN,5,1,0,0,72,52,18.1,0,0,0,0,0,0,0,other,2,90
QUEENS,5,1,0,0,57,46,15,1,0,0,0,0,1,0,violent,5,60
MANHATTAN,4,0,0,0,79,62,10.1,0,0,0,0,0,0,0,other,6,41
QUEENS,4,0,0,0,79,62,10.1,0,0,0,0,0,0,0,theft_property,6,58
QUEENS,4,1,0,0,68,47,15,0,0,0,0,0,0,0,theft_property,1,35
BROOKLYN,4,0,0,0,68,43,16.1,0,0,0,0,0,0,0,other,7,91
BROOKLYN,4,1,0,0,65,46,12.1,0,0,0,0,0,0,0,theft_property,7,61
MANHATTAN,5,1,1,0,56,51,14.1,1,0,0,0,0,1,0,other,3,59
BROOKLYN,4,1,0,0,73,49,14.1,0,0,0,0,0,0,0,violent,5,120
MANHATTAN,4,0,0,0,69,50,8.9,0,0,0,0,0,0,0,theft_property,2,96
MANHATTAN,4,1,0,0,69,49,16.1,0,0,0,0,0,0,0,violent,4,110
MANHATTAN,5,1,1,0,54,48,18.1,1,0,0,0,0,1,0,theft_property,6,83
QUEENS,5,1,0,0,72,52,18.1,0,0,0,0,0,0,0,violent,2,64
MANHATTAN,5,0,0,0,60,48,14.1,1,0,0,0,0,0,0,other,7,74
BROOKLYN,4,1,0,0,73,55,16.1,0,0,0,0,0,0,0,other,3,85
MANHATTAN,4,1,0,0,65,46,12.1,0,0,0,0,0,0,0,theft_property,7,111
QUEENS,4,0,0,0,62,46,12.1,0,0,0,0,0,0,0,violent,4,86
QUEENS,4,1,0,0,73,49,14.1,0,0,0,0,0,0,0,theft_property,5,48
BROOKLYN,4,0,0,0,59,48,13,0,0,0,0,0,0,0,other,5,70
BRONX,5,1,1,0,54,48,18.1,1,0,0,0,0,1,0,theft_property,6,76
BRONX,4,0,0,0,82,51,14.1,0,0,0,0,0,0,0,other,2,37
BROOKLYN,4,0,0,0,59,48,13,0,0,0,0,0,0,0,theft_property,5,94
BROOKLYN,5,0,0,0,51,45,13,1,0,0,0,0,1,0,other,1,54
MANHATTAN,4,1,0,0,60,47,17,1,0,0,0,0,1,0,theft_property,3,132
BROOKLYN,4,1,0,0,71,54,16.1,1,0,0,0,0,1,0,other,7,64
BRONX,5,1,1,0,56,51,14.1,1,0,0,0,0,1,0,violent,3,83
QUEENS,5,1,1,0,54,48,18.1,1,0,0,0,0,1,0,theft_property,6,58
BROOKLYN,4,1,0,0,65,46,12.1,0,0,0,0,0,0,0,other,7,92
BROOKLYN,4,0,0,0,59,48,13,0,0,0,0,0,0,0,violent,5,87
QUEENS,4,0,0,0,82,51,14.1,0,0,0,0,0,0,0,other,2,46
QUEENS,4,0,0,0,59,48,13,0,0,0,0,0,0,0,theft_property,5,50
MANHATTAN,5,1,0,0,72,52,18.1,0,0,0,0,0,0,0,violent,2,64
QUEENS,5,1,0,0,52,48,17,1,0,0,0,0,1,0,other,4,75
MANHATTAN,4,1,0,0,73,49,14.1,0,0,0,0,0,0,0,other,5,54
QUEENS,4,0,0,0,59,48,13,0,0,0,0,0,0,0,violent,5,63
STATEN ISLAND,4,0,0,0,82,51,14.1,0,0,0,0,0,0,0,theft_property,2,8
BRONX,5,1,0,0,52,48,17,1,0,0,0,0,1,0,violent,4,115
MANHATTAN,4,1,0,0,71,54,16.1,1,0,0,0,0,1,0,theft_property,7,69
BRONX,5,0,0,0,60,45,8.9,1,0,0,0,0,1,0,theft_property,2,70
STATEN ISLAND,5,1,1,0,56,51,14.1,1,0,0,0,0,1,0,other,3,12
BROOKLYN,4,0,0,0,69,50,8.9,0,0,0,0,0,0,0,theft_property,2,87
BROOKLYN,5,1,0,0,72,52,18.1,0,0,0,0,0,0,0,theft_property,2,72
BROOKLYN,4,0,0,0,75,44,8.9,0,0,0,0,0,0,0,violent,1,75
MANHATTAN,4,0,0,0,68,43,16.1,0,0,0,0,0,0,0,other,7,75
QUEENS,5,1,1,0,54,48,18.1,1,0,0,0,0,1,0,other,6,79
BRONX,5,1,0,0,72,52,18.1,0,0,0,0,0,0,0,other,2,41
BRONX,4,1,0,0,69,49,16.1,0,0,0,0,0,0,0,violent,4,124
BROOKLYN,4,1,0,0,71,54,16.1,1,0,0,0,0,1,0,theft_property,7,84
BROOKLYN,4,1,0,0,58,45,14.1,1,0,0,0,0,0,0,other,6,59
BRONX,5,1,0,0,52,48,17,1,0,0,0,0,1,0,theft_property,4,75
BROOKLYN,4,0,0,0,69,50,8.9,0,0,0,0,0,0,0,violent,2,54
QUEENS,4,1,0,0,58,45,14.1,1,0,0,0,0,0,0,other,6,63
MANHATTAN,4,0,0,0,75,44,8.9,0,0,0,0,0,0,0,theft_property,1,67
BRONX,5,0,0,0,60,45,8.9,1,0,0,0,0,1,0,other,2,28
BRONX,4,1,0,0,71,54,16.1,1,0,0,0,0,1,0,theft_property,7,46
MANHATTAN,5,0,0,0,60,45,8.9,1,0,0,0,0,1,0,other,2,40
QUEENS,5,0,0,0,51,45,13,1,0,0,0,0,1,0,other,1,39
BRONX,5,1,0,0,57,46,15,1,0,0,0,0,1,0,theft_property,5,76
QUEENS,4,1,0,0,68,47,15,0,0,0,0,0,0,0,violent,1,51
BRONX,5,0,0,0,60,48,14.1,1,0,0,0,0,0,0,theft_property,7,43
BRONX,4,0,0,0,69,50,8.9,0,0,0,0,0,0,0,other,2,39
BRONX,5,1,1,0,54,48,18.1,1,0,0,0,0,1,0,violent,6,124
BRONX,4,0,0,0,68,43,16.1,0,0,0,0,0,0,0,theft_property,7,46
BRONX,4,1,0,0,58,45,14.1,1,0,0,0,0,0,0,other,6,46
QUEENS,4,1,0,0,58,45,14.1,1,0,0,0,0,0,0,violent,6,66
STATEN ISLAND,4,0,0,0,82,51,14.1,0,0,0,0,0,0,0,other,2,8
BRONX,4,0,0,0,62,46,12.1,0,0,0,0,0,0,0,other,4,97
BRONX,5,0,0,0,66,49,19.9,1,0,0,0,0,0,0,theft_property,1,46
BROOKLYN,5,1,1,0,56,51,14.1,1,0,0,0,0,1,0,other,3,56
BROOKLYN,4,1,0,0,60,47,17,1,0,0,0,0,1,0,theft_property,3,91
MANHATTAN,5,1,0,0,57,46,15,1,0,0,0,0,1,0,theft_property,5,146
MANHATTAN,4,1,0,0,69,49,16.1,0,0,0,0,0,0,0,other,4,89
BROOKLYN,4,0,0,0,82,51,14.1,0,0,0,0,0,0,0,other,2,62
MANHATTAN,4,1,0,0,73,49,14.1,0,0,0,0,0,0,0,violent,5,100
BRONX,4,1,0,0,69,49,16.1,0,0,0,0,0,0,0,other,4,54
STATEN ISLAND,4,0,0,0,62,46,12.1,0,0,0,0,0,0,0,theft_property,4,14
QUEENS,4,0,0,0,59,48,13,0,0,0,0,0,0,0,other,5,66
QUEENS,4,0,0,0,62,46,12.1,0,0,0,0,0,0,0,theft_property,4,66
STATEN ISLAND,4,0,0,0,79,62,10.1,0,0,0,0,0,0,0,other,6,21
QUEENS,5,1,0,0,52,48,17,1,0,0,0,0,1,0,violent,4,84
STATEN ISLAND,5,1,0,0,57,46,15,1,0,0,0,0,1,0,theft_property,5,19
MANHATTAN,4,1,0,0,58,45,14.1,1,0,0,0,0,0,0,violent,6,97
BROOKLYN,4,1,0,0,68,47,15,0,0,0,0,0,0,0,other,1,70
BRONX,4,1,0,0,60,47,17,1,0,0,0,0,1,0,violent,3,89
BRONX,4,0,0,0,79,62,10.1,0,0,0,0,0,0,0,violent,6,105
STATEN ISLAND,4,1,0,0,69,49,16.1,0,0,0,0,0,0,0,theft_property,4,11
QUEENS,4,0,0,0,69,50,8.9,0,0,0,0,0,0,0,violent,2,37
BRONX,5,1,0,0,57,46,15,1,0,0,0,0,1,0,violent,5,114
MANHATTAN,5,1,0,0,52,48,17,1,0,0,0,0,1,0,theft_property,4,103
MANHATTAN,4,0,0,0,79,62,10.1,0,0,0,0,0,0,0,theft_property,6,119
QUEENS,4,0,0,0,68,43,16.1,0,0,0,0,0,0,0,violent,7,65
BROOKLYN,4,0,0,0,82,51,14.1,0,0,0,0,0,0,0,violent,2,67
MANHATTAN,4,0,0,0,68,43,16.1,0,0,0,0,0,0,0,violent,7,90
QUEENS,4,0,0,0,82,51,14.1,0,0,0,0,0,0,0,theft_property,2,50
